ORDER,Coded Title,Lay Title,Length
3618,C24050_061E,"Natural resources, construction, and maintenance occupations:!!Wholesale trade",78
40,B17001_038E,Income in the past 12 months at or above poverty level:!!Male:!!16 and 17 years,79
49,B17001_047E,Income in the past 12 months at or above poverty level:!!Female:!!Under 5 years,79
51,B17001_049E,Income in the past 12 months at or above poverty level:!!Female:!!6 to 11 years,79
95,B17016_026E,Income in the past 12 months at or above poverty level:!!Married-couple family:,79
807,B07009_024E,Moved from different county within same state:!!Graduate or professional degree,79
918,B07411_003E,Median income in the past 12 months --!!Total living in area 1 year ago:!!Moved Within Same County,79
919,B07411_004E,Median income in the past 12 months --!!Total living in area 1 year ago:!!Moved to Different County Within Same State,79
920,B07411_005E,Median income in the past 12 months --!!Total living in area 1 year ago:!!Moved to Different State,79
935,B07412_015E,Moved to different county within same state:!!100 to 149 percent of the poverty level,79
1086,B11002_007E,"In family households:!!In male householder, no wife present, family:!!Relatives",79
1098,B11002A_007E,"In family households:!!In male householder, no wife present, family:!!Relatives",79
1110,B11002B_007E,"In family households:!!In male householder, no wife present, family:!!Relatives",79
1122,B11002C_007E,"In family households:!!In male householder, no wife present, family:!!Relatives",79
1135,B11002D_007E,"In family households:!!In male householder, no wife present, family:!!Relatives",79
1147,B11002E_007E,"In family households:!!In male householder, no wife present, family:!!Relatives",79
1159,B11002F_007E,"In family households:!!In male householder, no wife present, family:!!Relatives",79
1171,B11002G_007E,"In family households:!!In male householder, no wife present, family:!!Relatives",79
1183,B11002H_007E,"In family households:!!In male householder, no wife present, family:!!Relatives",79
1195,B11002I_007E,"In family households:!!In male householder, no wife present, family:!!Relatives",79
1216,B11003_016E,"Other family:!!Female householder, no husband present:!!With own children under 18 years",79
1217,B11003_017E,"Other family:!!Female householder, no husband present:!!With own children under 6 years",79
1218,B11003_018E,"Other family:!!Female householder, no husband present:!!With own children under 6 years and 6 to 17 years",79
1219,B11003_019E,"Other family:!!Female householder, no husband present:!!With own children under 6 to 17 years only",79
1787,B16002_005E,"Spanish:!!At least one person 14 and over speaks English only or speaks English ""very well""",79
1796,B16002_014E,"Other languages:!!At least one person 14 and over speaks English only or speaks ""very well""",79
2034,B17001A_038E,Income in the past 12 months at or above poverty level:!!Male:!!16 and 17 years,79
2043,B17001A_047E,Income in the past 12 months at or above poverty level:!!Female:!!Under 5 years,79
2045,B17001A_049E,Income in the past 12 months at or above poverty level:!!Female:!!6 to 11 years,79
2093,B17001B_038E,Income in the past 12 months at or above poverty level:!!Male:!!16 and 17 years,79
2102,B17001B_047E,Income in the past 12 months at or above poverty level:!!Female:!!Under 5 years,79
2104,B17001B_049E,Income in the past 12 months at or above poverty level:!!Female:!!6 to 11 years,79
2152,B17001C_038E,Income in the past 12 months at or above poverty level:!!Male:!!16 and 17 years,79
2161,B17001C_047E,Income in the past 12 months at or above poverty level:!!Female:!!Under 5 years,79
2163,B17001C_049E,Income in the past 12 months at or above poverty level:!!Female:!!6 to 11 years,79
2212,B17001D_038E,Income in the past 12 months at or above poverty level:!!Male:!!16 and 17 years,79
2221,B17001D_047E,Income in the past 12 months at or above poverty level:!!Female:!!Under 5 years,79
2223,B17001D_049E,Income in the past 12 months at or above poverty level:!!Female:!!6 to 11 years,79
2271,B17001E_038E,Income in the past 12 months at or above poverty level:!!Male:!!16 and 17 years,79
2280,B17001E_047E,Income in the past 12 months at or above poverty level:!!Female:!!Under 5 years,79
2282,B17001E_049E,Income in the past 12 months at or above poverty level:!!Female:!!6 to 11 years,79
2330,B17001F_038E,Income in the past 12 months at or above poverty level:!!Male:!!16 and 17 years,79
2339,B17001F_047E,Income in the past 12 months at or above poverty level:!!Female:!!Under 5 years,79
2341,B17001F_049E,Income in the past 12 months at or above poverty level:!!Female:!!6 to 11 years,79
2389,B17001G_038E,Income in the past 12 months at or above poverty level:!!Male:!!16 and 17 years,79
2398,B17001G_047E,Income in the past 12 months at or above poverty level:!!Female:!!Under 5 years,79
2400,B17001G_049E,Income in the past 12 months at or above poverty level:!!Female:!!6 to 11 years,79
2448,B17001H_038E,Income in the past 12 months at or above poverty level:!!Male:!!16 and 17 years,79
2457,B17001H_047E,Income in the past 12 months at or above poverty level:!!Female:!!Under 5 years,79
2459,B17001H_049E,Income in the past 12 months at or above poverty level:!!Female:!!6 to 11 years,79
2507,B17001I_038E,Income in the past 12 months at or above poverty level:!!Male:!!16 and 17 years,79
2516,B17001I_047E,Income in the past 12 months at or above poverty level:!!Female:!!Under 5 years,79
2518,B17001I_049E,Income in the past 12 months at or above poverty level:!!Female:!!6 to 11 years,79
2532,B17003_004E,Income in the past 12 months below poverty level:!!Male:!!Less than high school graduate,79
2535,B17003_007E,Income in the past 12 months below poverty level:!!Male:!!Bachelor''s degree or higher,79
2550,B17003_022E,"Income in the past 12 months at or above poverty level:!!Female:!!Some college, associate's degree",79
2906,B19113_001E,Median family income in the past 12 months (in 2012 inflation-adjusted dollars),79
2907,B19113A_001E,Median family income in the past 12 months (in 2012 inflation-adjusted dollars),79
2908,B19113B_001E,Median family income in the past 12 months (in 2012 inflation-adjusted dollars),79
2909,B19113C_001E,Median family income in the past 12 months (in 2012 inflation-adjusted dollars),79
2910,B19113D_001E,Median family income in the past 12 months (in 2012 inflation-adjusted dollars),79
2911,B19113E_001E,Median family income in the past 12 months (in 2012 inflation-adjusted dollars),79
2912,B19113F_001E,Median family income in the past 12 months (in 2012 inflation-adjusted dollars),79
2913,B19113G_001E,Median family income in the past 12 months (in 2012 inflation-adjusted dollars),79
2914,B19113H_001E,Median family income in the past 12 months (in 2012 inflation-adjusted dollars),79
2915,B19113I_001E,Median family income in the past 12 months (in 2012 inflation-adjusted dollars),79
2938,B19131_016E,"Married-couple family:!!With own children under 18 years:!!$100,000 to $124,999",79
2939,B19131_017E,"Married-couple family:!!With own children under 18 years:!!$125,000 to $149,999",79
2940,B19131_018E,"Married-couple family:!!With own children under 18 years:!!$150,000 to $199,999",79
2996,B19131_074E,"Other family:!!Female householder, no husband present:!!With own children under 18 years",79
2997,B19131_075E,"Other family:!!Female householder, no husband present:!!With own children under 18 years:!!Less than $10,000",79
2998,B19131_076E,"Other family:!!Female householder, no husband present:!!With own children under 18 years:!!$10,000 to $14,999",79
2999,B19131_077E,"Other family:!!Female householder, no husband present:!!With own children under 18 years:!!$15,000 to $19,999",79
3000,B19131_078E,"Other family:!!Female householder, no husband present:!!With own children under 18 years:!!$20,000 to $24,999",79
3001,B19131_079E,"Other family:!!Female householder, no husband present:!!With own children under 18 years:!!$25,000 to $29,999",79
3002,B19131_080E,"Other family:!!Female householder, no husband present:!!With own children under 18 years:!!$30,000 to $34,999",79
3003,B19131_081E,"Other family:!!Female householder, no husband present:!!With own children under 18 years:!!$35,000 to $39,999",79
3004,B19131_082E,"Other family:!!Female householder, no husband present:!!With own children under 18 years:!!$40,000 to $44,999",79
3005,B19131_083E,"Other family:!!Female householder, no husband present:!!With own children under 18 years:!!$45,000 to $49,999",79
3006,B19131_084E,"Other family:!!Female householder, no husband present:!!With own children under 18 years:!!$50,000 to $59,999",79
3007,B19131_085E,"Other family:!!Female householder, no husband present:!!With own children under 18 years:!!$60,000 to $74,999",79
3008,B19131_086E,"Other family:!!Female householder, no husband present:!!With own children under 18 years:!!$75,000 to $99,999",79
3009,B19131_087E,"Other family:!!Female householder, no husband present:!!With own children under 18 years:!!$100,000 to $124,999",79
3010,B19131_088E,"Other family:!!Female householder, no husband present:!!With own children under 18 years:!!$125,000 to $149,999",79
3011,B19131_089E,"Other family:!!Female householder, no husband present:!!With own children under 18 years:!!$150,000 to $199,999",79
3012,B19131_090E,"Other family:!!Female householder, no husband present:!!With own children under 18 years:!!$200,000 or More",79
3043,B22002_003E,Household received Food Stamps/SNAP in the past 12 months:!!With children under 18 years,79
3044,B22002_004E,Household received Food Stamps/SNAP in the past 12 months:!!With children under 18 years:!!Married-Couple Family,79
3045,B22002_005E,Household received Food Stamps/SNAP in the past 12 months:!!With children under 18 years:!!Other Family,79
3046,B22002_006E,"Household received Food Stamps/SNAP in the past 12 months:!!With children under 18 years:!!Other Family:!!Male Householder, No Wife Present",79
3047,B22002_007E,"Household received Food Stamps/SNAP in the past 12 months:!!With children under 18 years:!!Other Family:!!Male Householder, No Wife Present:!!Female Householder, No Husband Present",79
3048,B22002_008E,Household received Food Stamps/SNAP in the past 12 months:!!With children under 18 years:!!Nonfamily Households,79
3114,B22007_013E,"Household received Food Stamps/SNAP in the past 12 months:!!Other family:!!Male Householder, No Wife Present",79
3115,B22007_014E,"Household received Food Stamps/SNAP in the past 12 months:!!Other family:!!Male Householder, No Wife Present:!!No Workers",79
3116,B22007_015E,"Household received Food Stamps/SNAP in the past 12 months:!!Other family:!!Male Householder, No Wife Present:!!1 Worker",79
3117,B22007_016E,"Household received Food Stamps/SNAP in the past 12 months:!!Other family:!!Male Householder, No Wife Present:!!2 Workers",79
3118,B22007_017E,"Household received Food Stamps/SNAP in the past 12 months:!!Other family:!!Male Householder, No Wife Present:!!3 or More Workers",79
3187,B24011_003E,"Management, business, science, and arts occupations:!!Management, Business, and Financial Occupations",79
3188,B24011_004E,"Management, business, science, and arts occupations:!!Management, Business, and Financial Occupations:!!Management Occupations",79
3189,B24011_005E,"Management, business, science, and arts occupations:!!Management, Business, and Financial Occupations:!!Business and Financial Operations Occupations",79
3208,B24011_024E,Service occupations:!!Building and grounds cleaning and maintenance occupations,79
3215,B24011_031E,"Natural resources, construction, and maintenance occupations:!!Construction and Extraction Occupations",79
3224,B24080_004E,Male:!!Private for-profit wage and salary workers:!!Employee of Private Company Workers,79
3581,C24050_024E,"Management, business, science, and arts occupations:!!Professional, Scientific, and Management, And Administrative and Waste Management Services",79
3582,C24050_025E,"Management, business, science, and arts occupations:!!Educational Services, and Health Care and Social Assistance",79
3610,C24050_053E,"Sales and office occupations:!!Educational Services, and Health Care and Social Assistance",79
47,B17001_045E,Income in the past 12 months at or above poverty level:!!Male:!!75 years and over,80
52,B17001_050E,Income in the past 12 months at or above poverty level:!!Female:!!12 to 14 years,80
54,B17001_052E,Income in the past 12 months at or above poverty level:!!Female:!!16 and 17 years,80
55,B17001_053E,Income in the past 12 months at or above poverty level:!!Female:!!18 to 24 years,80
56,B17001_054E,Income in the past 12 months at or above poverty level:!!Female:!!25 to 34 years,80
57,B17001_055E,Income in the past 12 months at or above poverty level:!!Female:!!35 to 44 years,80
58,B17001_056E,Income in the past 12 months at or above poverty level:!!Female:!!45 to 54 years,80
59,B17001_057E,Income in the past 12 months at or above poverty level:!!Female:!!55 to 64 years,80
60,B17001_058E,Income in the past 12 months at or above poverty level:!!Female:!!65 to 74 years,80
61,B17001_059E,Income in the past 12 months at or above poverty level:!!Female:!!75 years and over,80
73,B17016_004E,"Income in the past 12 months below poverty level:!!Married-couple family:!!Householder Worked Full-Time, Year-Round in the Past 12 Months",80
74,B17016_005E,"Income in the past 12 months below poverty level:!!Married-couple family:!!Householder Worked Full-Time, Year-Round in the Past 12 Months:!!Spouse Worked Full-Time, Year-Round in the Past 12 Months",80
75,B17016_006E,"Income in the past 12 months below poverty level:!!Married-couple family:!!Householder Worked Full-Time, Year-Round in the Past 12 Months:!!Spouse Worked Part-Time or Part-Year in the Past 12 Months",80
76,B17016_007E,"Income in the past 12 months below poverty level:!!Married-couple family:!!Householder Worked Full-Time, Year-Round in the Past 12 Months:!!Spouse Did Not Work in the Past 12 Months",80
77,B17016_008E,Income in the past 12 months below poverty level:!!Married-couple family:!!Householder Worked Part-Time or Part-Year in the Past 12 Months,80
78,B17016_009E,"Income in the past 12 months below poverty level:!!Married-couple family:!!Householder Worked Part-Time or Part-Year in the Past 12 Months:!!Spouse Worked Full-Time, Year-Round in the Past 12 Months",80
79,B17016_010E,Income in the past 12 months below poverty level:!!Married-couple family:!!Householder Worked Part-Time or Part-Year in the Past 12 Months:!!Spouse Worked Part-Time or Part-Year in the Past 12 Months,80
80,B17016_011E,Income in the past 12 months below poverty level:!!Married-couple family:!!Householder Worked Part-Time or Part-Year in the Past 12 Months:!!Spouse Did Not Work in the Past 12 Months,80
81,B17016_012E,Income in the past 12 months below poverty level:!!Married-couple family:!!Householder Did Not Work in the Past 12 Months,80
82,B17016_013E,"Income in the past 12 months below poverty level:!!Married-couple family:!!Householder Did Not Work in the Past 12 Months:!!Spouse Worked Full-Time, Year-Round in the Past 12 Months",80
83,B17016_014E,Income in the past 12 months below poverty level:!!Married-couple family:!!Householder Did Not Work in the Past 12 Months:!!Spouse Worked Part-Time or Part-Year in the Past 12 Months,80
84,B17016_015E,Spouse Did Not Work in the Past 12 MonthsIncome in the past 12 months below poverty level:!!Married-couple family:!!Householder Did Not Work in the Past 12 Months:!!,80
86,B17016_017E,"Income in the past 12 months below poverty level:!!Other family:!!Male Householder, No Wife Present",80
87,B17016_018E,"Income in the past 12 months below poverty level:!!Other family:!!Male Householder, No Wife Present:!!Householder Worked Full-Time, Year-Round in the Past 12 Months",80
88,B17016_019E,"Income in the past 12 months below poverty level:!!Other family:!!Male Householder, No Wife Present:!!Householder Worked Part-Time or Part-Year in the Past 12 Months",80
89,B17016_020E,"Income in the past 12 months below poverty level:!!Other family:!!Male Householder, No Wife Present:!!Householder Did Not Work in the Past 12 Months",80
90,B17016_021E,"Income in the past 12 months below poverty level:!!Other family:!!Female Householder, No Husband Present",80
91,B17016_022E,"Income in the past 12 months below poverty level:!!Other family:!!Female Householder, No Husband Present:!!Householder Worked Full-Time, Year-Round in the Past 12 Months",80
92,B17016_023E,"Income in the past 12 months below poverty level:!!Other family:!!Female Householder, No Husband Present:!!Householder Worked Part-Time or Part-Year in the Past 12 Months",80
93,B17016_024E,"Income in the past 12 months below poverty level:!!Other family:!!Female Householder, No Husband Present:!!Householder Did Not Work in the Past 12 Months",80
96,B17016_027E,"Income in the past 12 months at or above poverty level:!!Married-couple family:!!Householder Worked Full-Time, Year-Round in the Past 12 Months",80
97,B17016_028E,"Income in the past 12 months at or above poverty level:!!Married-couple family:!!Householder Worked Full-Time, Year-Round in the Past 12 Months:!!Spouse Worked Full-Time, Year-Round in the Past 12 Months",80
98,B17016_029E,"Income in the past 12 months at or above poverty level:!!Married-couple family:!!Householder Worked Full-Time, Year-Round in the Past 12 Months:!!Spouse Worked Part-Time or Part-Year in the Past 12 Months",80
99,B17016_030E,"Income in the past 12 months at or above poverty level:!!Married-couple family:!!Householder Worked Full-Time, Year-Round in the Past 12 Months:!!Spouse Did Not Work in the Past 12 Months",80
100,B17016_031E,Income in the past 12 months at or above poverty level:!!Married-couple family:!!Householder Worked Part-Time or Part-Year in the Past 12 Months,80
101,B17016_032E,"Income in the past 12 months at or above poverty level:!!Married-couple family:!!Householder Worked Part-Time or Part-Year in the Past 12 Months:!!Spouse Worked Full-Time, Year-Round in the Past 12 Months",80
102,B17016_033E,Income in the past 12 months at or above poverty level:!!Married-couple family:!!Householder Worked Part-Time or Part-Year in the Past 12 Months:!!Spouse Worked Part-Time or Part-Year in the Past 12 Months,80
103,B17016_034E,Income in the past 12 months at or above poverty level:!!Married-couple family:!!Householder Worked Part-Time or Part-Year in the Past 12 Months:!!Spouse Did Not Work in the Past 12 Months,80
104,B17016_035E,Income in the past 12 months at or above poverty level:!!Married-couple family:!!Householder Did Not Work in the Past 12 Months,80
105,B17016_036E,"Income in the past 12 months at or above poverty level:!!Married-couple family:!!Householder Did Not Work in the Past 12 Months:!!Spouse Worked Full-Time, Year-Round in the Past 12 Months",80
106,B17016_037E,Income in the past 12 months at or above poverty level:!!Married-couple family:!!Householder Did Not Work in the Past 12 Months:!!Spouse Worked Part-Time or Part-Year in the Past 12 Months,80
107,B17016_038E,Income in the past 12 months at or above poverty level:!!Married-couple family:!!Householder Did Not Work in the Past 12 Months:!!,80
109,B17016_040E,"Income in the past 12 months at or above poverty level:!!Other family:!!Male Householder, No Wife Present",80
110,B17016_041E,"Income in the past 12 months at or above poverty level:!!Other family:!!Male Householder, No Wife Present:!!Householder Worked Full-Time, Year-Round in the Past 12 Months",80
111,B17016_042E,"Income in the past 12 months at or above poverty level:!!Other family:!!Male Householder, No Wife Present:!!Householder Worked Part-Time or Part-Year in the Past 12 Months",80
112,B17016_043E,"Income in the past 12 months at or above poverty level:!!Other family:!!Male Householder, No Wife Present:!!Householder Did Not Work in the Past 12 Months",80
113,B17016_044E,"Income in the past 12 months at or above poverty level:!!Other family:!!Female Householder, No Husband Present",80
114,B17016_045E,"Income in the past 12 months at or above poverty level:!!Other family:!!Female Householder, No Husband Present:!!Householder Worked Full-Time, Year-Round in the Past 12 Months",80
115,B17016_046E,"Income in the past 12 months at or above poverty level:!!Other family:!!Female Householder, No Husband Present:!!Householder Worked Part-Time or Part-Year in the Past 12 Months",80
116,B17016_047E,"Income in the past 12 months at or above poverty level:!!Other family:!!Female Householder, No Husband Present:!!Householder Did Not Work in the Past 12 Months",80
117,B19013_001E,Median household income in the past 12 months (in 2012 inflation-adjusted dollars),80
118,B19013A_001E,Median household income in the past 12 months (in 2012 inflation-adjusted dollars),80
119,B19013B_001E,Median household income in the past 12 months (in 2012 inflation-adjusted dollars),80
120,B19013C_001E,Median household income in the past 12 months (in 2012 inflation-adjusted dollars),80
121,B19013D_001E,Median household income in the past 12 months (in 2012 inflation-adjusted dollars),80
122,B19013E_001E,Median household income in the past 12 months (in 2012 inflation-adjusted dollars),80
123,B19013F_001E,Median household income in the past 12 months (in 2012 inflation-adjusted dollars),80
124,B19013G_001E,Median household income in the past 12 months (in 2012 inflation-adjusted dollars),80
125,B19013H_001E,Median household income in the past 12 months (in 2012 inflation-adjusted dollars),80
126,B19013I_001E,Median household income in the past 12 months (in 2012 inflation-adjusted dollars),80
473,B02001_010E,"Two or more races:!!Two Races Excluding Some Other Race, and Three or More Races",80
517,B03002_010E,Not Hispanic or Latino:!!Two or more races:!!Two Races Including Some Other Race,80
518,B03002_011E,"Not Hispanic or Latino:!!Two or more races:!!Two Races Excluding Some Other Race, and Three or More Races",80
528,B03002_021E,"Hispanic or Latino:!!Two or more races:!!Two Races Excluding Some Other Race, and Three or More Races",80
804,B07009_021E,Moved from different county within same state:!!High School Graduate (Includes Equivalency),80
805,B07009_022E,Moved from different county within same state:!!Some College or Associate's Degree,80
856,B07010_037E,"Moved from different county within same state:!!With income:!!$1 to $9,999 or less",80
857,B07010_038E,"Moved from different county within same state:!!With income:!!$10,000 to $14,999",80
858,B07010_039E,"Moved from different county within same state:!!With income:!!$15,000 to $24,999",80
859,B07010_040E,"Moved from different county within same state:!!With income:!!$25,000 to $34,999",80
860,B07010_041E,"Moved from different county within same state:!!With income:!!$35,000 to $49,999",80
861,B07010_042E,"Moved from different county within same state:!!With income:!!$50,000 to $64,999",80
862,B07010_043E,"Moved from different county within same state:!!With income:!!$65,000 to $74,999",80
889,B07011_004E,Median income in the past 12 months --!! Moved from different county within same state,80
905,B07012_014E,Moved from different county within same state:!!Below 100 percent of the poverty level,80
906,B07012_015E,Moved from different county within same state:!!100 to 149 percent of the poverty level,80
907,B07012_016E,Moved from different county within same state:!!At or above 150 percent of the poverty level,80
917,B07411_002E,Median income in the past 12 months --!!Total living in area 1 year ago:!!Same house,80
934,B07412_014E,Moved to different county within same state:!!Below 100 percent of the poverty level,80
936,B07412_016E,Moved to different county within same state:!!At or above 150 percent of the poverty level,80
978,B09010_002E,"Living in household with Supplemental Security Income (SSI), cash Public Assistance Income, or Food Stamps/Snap in the Past 12 Months",80
979,B09010_003E,"Living in household with Supplemental Security Income (SSI), cash Public Assistance Income, or Food Stamps/Snap in the Past 12 Months:!!In family households",80
980,B09010_004E,"Living in household with Supplemental Security Income (SSI), cash Public Assistance Income, or Food Stamps/Snap in the Past 12 Months:!!In family households:!!In married-couple family",80
981,B09010_005E,"Living in household with Supplemental Security Income (SSI), cash Public Assistance Income, or Food Stamps/Snap in the Past 12 Months:!!In family households:!!In male householder, no wife present, family",80
982,B09010_006E,"Living in household with Supplemental Security Income (SSI), cashPublic Assistance Income, or Food Stamps/Snap in the Past 12 Months:!!In family households:!!In female householder, no husband present, family",80
983,B09010_007E,"Living in household with Supplemental Security Income (SSI), cash Public Assistance Income, or Food Stamps/Snap in the Past 12 Months:!!In nonfamily households",80
984,B09010_008E,"Living in household with no Supplemental Security Income (SSI), cash Public Assistance Income, or Food Stamps/Snap in the Past 12 Months",80
985,B09010_009E,"Living in household with no Supplemental Security Income (SSI), cash Public Assistance Income, or Food Stamps/Snap in the Past 12 Months:!!In family households",80
986,B09010_010E,"Living in household with no Supplemental Security Income (SSI), cash Public Assistance Income, or Food Stamps/Snap in the Past 12 Months:!!In family households:!!In married-couple family",80
987,B09010_011E,"Living in household with no Supplemental Security Income (SSI), cash Public Assistance Income, or Food Stamps/Snap in the Past 12 Months:!!In family households:!!In male householder, no wife present, family",80
988,B09010_012E,"Living in household with no Supplemental Security Income (SSI), cash Public Assistance Income, or Food Stamps/Snap in the Past 12 Months:!!In family households:!!In female householder, no husband present, family",80
989,B09010_013E,"Living in household with no Supplemental Security Income (SSI), cash Public Assistance Income, or Food Stamps/Snap in the Past 12 Months:!!In nonfamily households",80
1087,B11002_008E,"In family households:!!In male householder, no wife present, family:!!Nonrelatives",80
1089,B11002_010E,"In family households:!!In female householder, no husband present, family:!!Relatives",80
1090,B11002_011E,"In family households:!!In female householder, no husband present, family:!!Nonrelatives",80
1099,B11002A_008E,"In family households:!!In male householder, no wife present, family:!!Nonrelatives",80
1101,B11002A_010E,"In family households:!!In female householder, no husband present, family:!!Relatives",80
1102,B11002A_011E,"In family households:!!In female householder, no husband present, family:!!Nonrelatives",80
1111,B11002B_008E,"In family households:!!In male householder, no wife present, family:!!Nonrelatives",80
1113,B11002B_010E,"In family households:!!In female householder, no husband present, family:!!Relatives",80
1114,B11002B_011E,"In family households:!!In female householder, no husband present, family:!!Nonrelatives",80
1123,B11002C_008E,"In family households:!!In male householder, no wife present, family:!!Nonrelatives",80
1125,B11002C_010E,"In family households:!!In female householder, no husband present, family:!!Relatives",80
1126,B11002C_011E,"In family households:!!In female householder, no husband present, family:!!Nonrelatives",80
1136,B11002D_008E,"In family households:!!In male householder, no wife present, family:!!Nonrelatives",80
1138,B11002D_010E,"In family households:!!In female householder, no husband present, family:!!Relatives",80
1139,B11002D_011E,"In family households:!!In female householder, no husband present, family:!!Nonrelatives",80
1148,B11002E_008E,"In family households:!!In male householder, no wife present, family:!!Nonrelatives",80
1150,B11002E_010E,"In family households:!!In female householder, no husband present, family:!!Relatives",80
1151,B11002E_011E,"In family households:!!In female householder, no husband present, family:!!Nonrelatives",80
1160,B11002F_008E,"In family households:!!In male householder, no wife present, family:!!Nonrelatives",80
1162,B11002F_010E,"In family households:!!In female householder, no husband present, family:!!Relatives",80
1163,B11002F_011E,"In family households:!!In female householder, no husband present, family:!!Nonrelatives",80
1172,B11002G_008E,"In family households:!!In male householder, no wife present, family:!!Nonrelatives",80
1174,B11002G_010E,"In family households:!!In female householder, no husband present, family:!!Relatives",80
1175,B11002G_011E,"In family households:!!In female householder, no husband present, family:!!Nonrelatives",80
1184,B11002H_008E,"In family households:!!In male householder, no wife present, family:!!Nonrelatives",80
1186,B11002H_010E,"In family households:!!In female householder, no husband present, family:!!Relatives",80
1187,B11002H_011E,"In family households:!!In female householder, no husband present, family:!!Nonrelatives",80
1196,B11002I_008E,"In family households:!!In male householder, no wife present, family:!!Nonrelatives",80
1198,B11002I_010E,"In family households:!!In female householder, no husband present, family:!!Relatives",80
1199,B11002I_011E,"In family households:!!In female householder, no husband present, family:!!Nonrelatives",80
1205,B11003_005E,Married-couple family:!!With own children under 18 years:!!Under 6 years and 6 to 17 years,80
1210,B11003_010E,"Other family:!!Male householder, no wife present:!!With own children under 18 years",80
1211,B11003_011E,"Other family:!!Male householder, no wife present:!!With own children under 18 years:!!Under 6 years only",80
1212,B11003_012E,"Other family:!!Male householder, no wife present:!!With own children under 18 years:!!Under 6 years and 6 to 17 years",80
1213,B11003_013E,"Other family:!!Male householder, no wife present:!!With own children under 18 years:!!6 to 17 years only",80
1214,B11003_014E,"Other family:!!Male householder, no wife present:!!No own children under 18 years",80
1220,B11003_020E,"Other family:!!Female householder, no husband present:!!No own children under 18 years",80
1789,B16002_007E,"Other Indo-European languages:!!No one 14 and over speaks English only or speaks English ""very well""",80
1790,B16002_008E,"Other Indo-European languages:!!At least one person 14 and over speaks English only or speaks English ""very well""",80
1792,B16002_010E,"Asian and Pacific Island languages:!!No one 14 and over speaks English only or speaks English ""very well""",80
1793,B16002_011E,"Asian and Pacific Island languages:!!At least one person 14 and over speaks English only or speaks English ""very well""",80
1795,B16002_013E,"Other languages:!!No one 14 and over speaks English only or speaks English ""very well""",80
2041,B17001A_045E,Income in the past 12 months at or above poverty level:!!Male:!!75 years and over,80
2046,B17001A_050E,Income in the past 12 months at or above poverty level:!!Female:!!12 to 14 years,80
2048,B17001A_052E,Income in the past 12 months at or above poverty level:!!Female:!!16 and 17 years,80
2049,B17001A_053E,Income in the past 12 months at or above poverty level:!!Female:!!18 to 24 years,80
2050,B17001A_054E,Income in the past 12 months at or above poverty level:!!Female:!!25 to 34 years,80
2051,B17001A_055E,Income in the past 12 months at or above poverty level:!!Female:!!35 to 44 years,80
2052,B17001A_056E,Income in the past 12 months at or above poverty level:!!Female:!!45 to 54 years,80
2053,B17001A_057E,Income in the past 12 months at or above poverty level:!!Female:!!55 to 64 years,80
2054,B17001A_058E,Income in the past 12 months at or above poverty level:!!Female:!!65 to 74 years,80
2055,B17001A_059E,Income in the past 12 months at or above poverty level:!!Female:!!75 years and over,80
2100,B17001B_045E,Income in the past 12 months at or above poverty level:!!Male:!!75 years and over,80
2105,B17001B_050E,Income in the past 12 months at or above poverty level:!!Female:!!12 to 14 years,80
2107,B17001B_052E,Income in the past 12 months at or above poverty level:!!Female:!!16 and 17 years,80
2108,B17001B_053E,Income in the past 12 months at or above poverty level:!!Female:!!18 to 24 years,80
2109,B17001B_054E,Income in the past 12 months at or above poverty level:!!Female:!!25 to 34 years,80
2110,B17001B_055E,Income in the past 12 months at or above poverty level:!!Female:!!35 to 44 years,80
2111,B17001B_056E,Income in the past 12 months at or above poverty level:!!Female:!!45 to 54 years,80
2112,B17001B_057E,Income in the past 12 months at or above poverty level:!!Female:!!55 to 64 years,80
2113,B17001B_058E,Income in the past 12 months at or above poverty level:!!Female:!!65 to 74 years,80
2114,B17001B_059E,Income in the past 12 months at or above poverty level:!!Female:!!75 years and over,80
2159,B17001C_045E,Income in the past 12 months at or above poverty level:!!Male:!!75 years and over,80
2164,B17001C_050E,Income in the past 12 months at or above poverty level:!!Female:!!12 to 14 years,80
2166,B17001C_052E,Income in the past 12 months at or above poverty level:!!Female:!!16 and 17 years,80
2167,B17001C_053E,Income in the past 12 months at or above poverty level:!!Female:!!18 to 24 years,80
2168,B17001C_054E,Income in the past 12 months at or above poverty level:!!Female:!!25 to 34 years,80
2169,B17001C_055E,Income in the past 12 months at or above poverty level:!!Female:!!35 to 44 years,80
2170,B17001C_056E,Income in the past 12 months at or above poverty level:!!Female:!!45 to 54 years,80
2171,B17001C_057E,Income in the past 12 months at or above poverty level:!!Female:!!55 to 64 years,80
2172,B17001C_058E,Income in the past 12 months at or above poverty level:!!Female:!!65 to 74 years,80
2173,B17001C_059E,Income in the past 12 months at or above poverty level:!!Female:!!75 years and over,80
2219,B17001D_045E,Income in the past 12 months at or above poverty level:!!Male:!!75 years and over,80
2224,B17001D_050E,Income in the past 12 months at or above poverty level:!!Female:!!12 to 14 years,80
2226,B17001D_052E,Income in the past 12 months at or above poverty level:!!Female:!!16 and 17 years,80
2227,B17001D_053E,Income in the past 12 months at or above poverty level:!!Female:!!18 to 24 years,80
2228,B17001D_054E,Income in the past 12 months at or above poverty level:!!Female:!!25 to 34 years,80
